date,tweet
2021-07-09 22:21:37+00:00, yes
2021-07-09 22:05:33+00:00,  just add salt 
2021-07-09 21:50:22+00:00,  absolutely
2021-07-09 21:50:01+00:00,solar  powerwall battery ensures that your home never loses power
2021-07-09 20:50:33+00:00,"tesla solar roof  powerwall in major new housing development in austin
"
2021-07-09 20:39:21+00:00,"autonomous spacex droneship
a shortfall of gravitas "
2021-07-09 10:03:06+00:00,  yes
2021-07-09 07:15:00+00:00," btc amp eth are pursuing a multilayer transaction system but base layer transaction rate is slow amp transaction cost is high

there is merit imo to doge maximizing base layer transaction rate amp minimizing transaction cost with exchanges acting as the de facto secondary layer"
2021-07-09 06:50:58+00:00, sigh
2021-07-09 01:18:52+00:00,  
2021-07-09 00:20:51+00:00,  hard to beat the great pyramid
2021-07-09 00:16:18+00:00," sanskrit is ancient amp amazing but archaic sumerian is generally agreed to be oldest written language 

as for what was first spoken its hard to say as no one wrote it down so much history has been lost due to lack of writing on something durable

"
2021-07-08 23:47:20+00:00,maybe that movie gaslit us all
2021-07-08 23:33:59+00:00,listening to history of english podcast
2021-07-08 23:12:33+00:00,tropic thunder is so good
2021-07-08 23:08:51+00:00,gas lit by gas light 
2021-07-08 22:46:58+00:00,"  that is the impression that some have 

traveling to another planet amp building a selfsustaining city is not for the faint of heart

consider the sad case of chad rip "
2021-07-08 22:39:37+00:00,          
2021-07-08 22:36:58+00:00, but also this 
2021-07-08 22:36:40+00:00, this 
2021-07-08 22:34:41+00:00,  kinda true
2021-07-08 22:32:19+00:00,  
2021-07-08 22:28:56+00:00, cartesian duelists
2021-07-08 21:52:27+00:00, haha
2021-07-08 21:45:51+00:00, i can sometimes be optimistic about schedules
2021-07-08 21:45:22+00:00, this sounds like it has potential to go wrong amp im not referring to reusing code
2021-07-08 07:25:34+00:00, an old video ah those were simpler times 
2021-07-08 07:11:20+00:00, and also accelerates sustainable energy
2021-07-08 06:39:03+00:00, finally some tongue
2021-07-08 06:35:44+00:00, beta 9 will start uploading at midnight california time on friday bear in mind it is still just a beta
2021-07-08 06:24:57+00:00,     depends on how the limited beta goes if it goes well maybe a month or so
2021-07-08 06:18:33+00:00,    improved fsd screen attempting to show the mind of the car
2021-07-08 06:11:03+00:00,  saturday
2021-07-08 06:09:21+00:00, releasing beta v9 end of week
2021-07-08 05:54:37+00:00,also the british legal system in 2021 
2021-07-08 05:51:19+00:00,i love this 
2021-07-07 23:31:46+00:00,  expect rapid improvement with pure vision
2021-07-07 20:38:16+00:00, nikola tesla was born in croatia to serbian parents
2021-07-07 20:01:00+00:00,   yes
2021-07-07 18:53:37+00:00, and by 2060 tesla production will exceed the mass of the universe
2021-07-07 18:51:22+00:00,  yeah that would be cool also using ship itself as structure for new giant telescope thats gt10x hubble resolution was talking to saul perlmutter whos awesome amp he suggested wanting to do that
2021-07-07 18:48:11+00:00,supersonic shock wave
2021-07-07 18:46:53+00:00,
2021-07-07 18:40:57+00:00," we could stretch the falcon heavy upper stage amp increase this a lot but fh already covers all known payloads

starship especially with orbital refilling amp dedicated deep space variants no heatshield flaps or header tanks will take this up orders of magnitude"
2021-07-07 16:58:32+00:00,  absolutely staggeringly insane amount of work between now and then
2021-07-07 16:58:11+00:00,high res landing falcon landing video 
2021-07-07 16:52:55+00:00, accurate show that falcon heavy addresses all use cases
2021-07-07 16:50:06+00:00,"  working with weddle and sons roofing has been a great collaboration for accelerating tesla solar roof installation 

this is a lot of work as tens of millions of homes need solar roofs if you are a roofing company please consider adding solar roof to your offerings"
2021-07-06 22:09:32+00:00,
2021-07-06 18:34:16+00:00, douglas adams ftw
2021-07-06 02:34:09+00:00,  mass effect 2 was particularly great
2021-07-06 02:33:39+00:00, warren buffet  sizzler buffet
2021-07-06 02:31:39+00:00, caused by switching frequency of light source surround video multiple cameras across several frames improving fps amp exposure setting tweaks solves this all in fsd build
2021-07-06 02:14:02+00:00, yes updated ui coming with fsd wide release all cars with fsd computer will have new mind of car view all 3y can be upgraded to have fsd computer
2021-07-06 00:45:18+00:00, soft spot for olde roadster
2021-07-05 14:48:18+00:00,   but srsly the pic clicking is so annoying
2021-07-05 11:00:16+00:00,          its awesome
2021-07-05 10:25:38+00:00, stop sending me this h1t 
2021-07-05 09:30:52+00:00, 
2021-07-05 08:53:31+00:00,       design is easy production is hard
2021-07-05 07:12:04+00:00,free britney
2021-07-04 21:52:15+00:00, booster engines are not shrouded by skirt extension as with ship engines extend about 3m below booster
2021-07-04 21:33:16+00:00,    its one possibility
2021-07-04 21:32:42+00:00,    kinda has to happen 
2021-07-04 21:26:07+00:00,"   center engines on ship will be same as booster engines this is basically raptor 2

raptor vacuum would be only variant tbd as to whether to commonize rvac with raptor 2 more thrust keep same or tighten throat more isp 

adding 3 more rvac to ship with max isp maybe "
2021-07-04 21:09:33+00:00,  all raptors on booster whether fixed or gimbaling would be the same 33230 gets 7600 tons of thrust amp tw of 15
2021-07-04 18:07:54+00:00,   looking good at 378 sec continued improvement will get it over 380
2021-07-04 18:06:48+00:00,happy 4th to all
2021-07-04 17:59:19+00:00,bless america 
2021-07-04 17:53:27+00:00,  current plan is to increase base raptor thrust to 230 tons or 500 million lbs amp increase booster engine count to 32 or 33
2021-07-04 08:15:15+00:00, regen using motor braking means brake pads almost never need to be replaced
2021-07-04 06:29:35+00:00,  cool
2021-07-04 04:42:07+00:00, outer engine ring is fixed angle but can throttle
2021-07-03 21:28:23+00:00, yes we can fly starship around space amp chomp up debris with the moving fairing door
2021-07-03 21:23:23+00:00,new spacex starlink cover shows transfer orbit from earth to mars 
2021-07-03 11:06:37+00:00," haha fsd 9 beta is shipping soon i swear

generalized selfdriving is a hard problem as it requires solving a large part of realworld ai didnt expect it to be so hard but the difficulty is obvious in retrospect

nothing has more degrees of freedom than reality"
2021-07-03 08:03:47+00:00, 
2021-07-03 07:46:04+00:00, there is a big difference between reaching space and reaching orbit
2021-07-03 03:57:43+00:00,"  friday afternoons are usually tesla design studio time cybertruck will be almost exactly what was shown were adding rear wheel steering so it can do tight turns amp maneuver with high agility

lot of other great things coming"
2021-07-02 23:03:16+00:00, fair enough
2021-07-02 21:21:03+00:00,   both great
2021-07-02 21:19:53+00:00,  two weeks
2021-07-02 21:18:56+00:00,  
2021-07-02 21:17:56+00:00,  yes longterm all settings will be in your tesla app and car will auto adjust
2021-07-02 21:14:35+00:00, epic
2021-07-02 21:12:53+00:00," toxoplasmosis infects rats then cats then humans who make cat videos 

ai trains achieves superhuman intelligence training on internet cat videos thus making toxoplasmosis the true arbiter of our destiny"
2021-07-02 13:20:14+00:00,
2021-07-02 13:12:57+00:00,   yeah main story line is not that long played at max difficulty no aim assist so didnt softball it razor fight was insanely difficult
2021-07-02 13:09:28+00:00,congrats tesla team on over 200000 car built amp delivered in q2 despite many challenges
2021-07-02 13:05:19+00:00,  these days i mostly just play polytopia which comes free with every tesla 
2021-07-02 12:54:59+00:00, dead space 2 was great
2021-07-02 09:03:21+00:00,
2021-07-02 08:44:52+00:00, might work
2021-07-02 08:31:28+00:00,  wow 14 years ago
2021-07-02 03:23:20+00:00,    sure we can show them live eerily realistic maybe we should make a game
2021-07-02 03:17:49+00:00,"   when we need strange training examples eg half a car on highway tesla sim delivers 

also accidents on autopilot are becoming rarer so we need more close call examples

for safety tests autopilot sees dummy far away emergency braking only needed for distracted drivers"
2021-07-02 03:09:40+00:00,      but can i pay in doge
2021-07-02 03:07:28+00:00,  but i guess i should take my own advice amp just work on saving the things i love
2021-07-01 23:10:25+00:00,  what is not well understood is that ula still has a monopoly carveout for us government launches for which spacex is not allowed to compete costing the taxpayer twice as much per launch than it should this is obviously not real competition
2021-07-01 21:14:46+00:00," your company said the exact opposite in 2014 when it got a solesource uncompeted 11b dod launch contract 

in any event expendable rockets are as relevant to the future as expendable aircraft rapidly reusable rockets are all that matter"
2021-07-01 18:58:28+00:00, will look pretty wild with a ship on top
2021-07-01 18:44:25+00:00,super heavy on road amp 7th tower segment added 
2021-07-01 11:17:01+00:00,"  once you have rapidly reusable rockets of sufficient size to carry gt100 tons of payload it is not clear that cost per ton to orbitmoonmars improves with a larger rocket 

aircraft for example have moved away from 747a380 to 777 which has 100 tons of payload"
2021-07-01 11:00:11+00:00, million tons to mars requires r r r
2021-07-01 09:57:18+00:00,super heavy moves tomorrow 
2021-07-01 09:54:04+00:00," doubling diameter increases mass 4x but difficulty of simultaneously building amp launching rocket of that size is gtgt4x 

in retrospect lt9m diameter for starship might have been wise current size is 5200 ton stack mass amp 7500 tonf thrust which is more than double saturn v"
2021-07-01 09:24:21+00:00,"baby doge doo doo doo doo doo
baby doge doo doo doo doo doo
baby doge doo doo doo doo doo
baby doge"
2021-07-01 08:59:29+00:00, c
2021-07-01 08:46:06+00:00, its like looking in a mirror
2021-07-01 08:43:41+00:00,release the doge 
2021-07-01 08:42:11+00:00,stop gendering memes  i mean mimes
2021-07-01 08:21:09+00:00,  of course you cant take that literally  he meant the whole dairy industry
2021-07-01 08:14:33+00:00,  yeah had great poutine in montreal does feel like your life expectancy is dropping in realtime as you eat it but awesome nonetheless
2021-07-01 08:09:42+00:00," sorry for any confusion dojo is a neural network training computer optimized for video for selfdriving 

unless there is a predictable pattern to hashing scrypt which we will not attempt to find it will not be competitive with asicbased hashing 

potatoes are delicious"
2021-07-01 07:49:02+00:00,  i do live in a 50k house but not this specific one
2021-07-01 01:44:26+00:00, the economic prosperity that china has achieved is truly amazing especially in infrastructure i encourage people to visit and see for themselves
2021-07-01 01:38:27+00:00, impressive
2021-07-01 01:30:28+00:00,"   now this sort of nonsense happens all the time with government contracts amp everyone knows it 

however in this case it is money diverted from making life multiplanetary which is the goal of spacex vs the ula goal of maximizing dividends to lockheed amp boeing

not ok"
2021-07-01 01:25:05+00:00,    yeah but dogz rul
2021-07-01 01:16:03+00:00,"   ula would be dead as a doornail without the two launch provider dod requirement 

if this is not true then you wont have a problem removing it

your parent company lockheed darkened the skies with lobbyists to ensure f35 was single source 

seems a little inconsistent "
2021-06-30 23:42:48+00:00, yeah
2021-06-30 20:20:49+00:00, work needed between flights is less amp less as shown by shortening time between reflights required work between flights for starship amp super heavy is zero
2021-06-30 20:12:56+00:00,  you should notice several other improvements
2021-06-30 20:11:10+00:00,rapidly reusable rockets r r r 
2021-06-30 20:09:40+00:00, weve already done a lot of iteration on ship for rapid reusability booster must return to launchpad so inert mass impacts ascent boostback amp landing burns triple whammy also booster flight rate is 5x that of ship so multiple mass  cost by 5
2021-06-30 19:59:23+00:00,  first one to fly will so booster 4 booster 3 will be used for ground tests were changing much of design from 3 to 4 booster 3 was very hard to build expect especially rapid evolution in first 10 boosters amp first 30 ships
2021-06-30 19:52:12+00:00, great shot btw starship super heavy will not have an entry burn deltav is shifted more to the ship so booster entry q amp heating is lower
2021-06-30 19:33:25+00:00,   basic mri is easier than it sounds good tbh high resolution mri in short time with weak magnetic field is hard
2021-06-29 20:14:35+00:00,  should i bring a few spare engines  i mean just in case
2021-06-29 20:13:06+00:00,  sure
2021-06-29 19:56:30+00:00,  i liked your movie hollywood dirt
2021-06-29 19:55:12+00:00," there is the internal goal if things go right which needs to be aggressive obviously some things will not go right internally amp there will be external issues too 

that said i think we can stack an orbital ship on an orbital booster in july"
2021-06-29 19:41:23+00:00,  when do the engines arrive 
2021-06-29 19:06:59+00:00," unfortunately launch is called off for today as an aircraft entered the keep out zone which is unreasonably gigantic 

there is simply no way that humanity can become a spacefaring civilization without major regulatory reform the current regulatory system is broken"
2021-06-29 18:57:44+00:00, sonic boom incoming 
2021-06-29 18:00:53+00:00," top safety pick from iihs thats the highest overall rating but we think we can get max score for all subcategoriesindividual tests too 

retesting in a month or so with improved software the improved software will then be uploaded to all cars with fsd computers"
2021-06-29 04:46:59+00:00, not bad
2021-06-29 03:18:34+00:00, production release update coming this week which includes raising max speed to 80 mph sorry 75 mph limit was done as precautionary measure turned out to be unnecessary
2021-06-28 20:25:03+00:00,thanks for all the happy birthday wishes
2021-06-28 04:45:15+00:00, important to support
2021-06-28 04:31:47+00:00,   it is looks like we can get 378 sec isp with this version of raptor vacuum so over 380 sec with some improvements down the road
2021-06-28 04:26:50+00:00, 
2021-06-27 14:40:39+00:00, cool
2021-06-27 14:11:23+00:00,
2021-06-25 23:17:55+00:00, schedule driver there is regulatory approval has to be certified for each aircraft type focusing on 737 amp a320 as those serve most number of people with development testing on gulfstream
2021-06-25 22:58:58+00:00,all 72 orbital planes activate in august plus many other improvements enabling global coverage except for polar regions which will take another 6 months
2021-06-25 22:51:28+00:00,starlink simultaneously active users just exceeded the strategically important threshold of 69420 last night
2021-06-25 21:59:41+00:00,  sometimes people think it is performance but safety is always the primary design requirement for a tesla
2021-06-25 19:53:33+00:00,  
2021-06-25 11:40:27+00:00, one of my favorites quotes from a great human
2021-06-25 11:38:50+00:00, actually a great many parts are produced by our suppliers but tesla is more vertically integrated than other carmakers
2021-06-25 11:26:53+00:00, bring back the zune its time
2021-06-25 11:13:39+00:00, starship super heavy
2021-06-25 11:09:31+00:00,  true
2021-06-25 11:03:04+00:00,my shiba inu will be named floki
2021-06-25 10:42:24+00:00,timing is everything 
2021-06-25 09:29:16+00:00,   im driving alpha 9 but we need to fix some obvious issues before releasing beta 9 hopefully next week fsd subscription capability should be turning on via the tesla app
2021-06-25 09:15:05+00:00,  it will be like this but bigger
2021-06-25 08:59:01+00:00, for the bitcurious very well then lets do it 
2021-06-25 08:55:30+00:00,  t is the new d
2021-06-25 06:46:10+00:00, i think about that quite a lot
2021-06-25 03:11:55+00:00, the comments in this thread are solid gold
2021-06-25 03:04:27+00:00, lmfao omg
2021-06-25 03:02:11+00:00, nothing wrong with healthy competition but this seems a little overthetop would be cool if spacecraft could travel from one space station to another which is much harder than it seems
2021-06-25 02:54:23+00:00,  basically just a footnote
2021-06-25 02:24:39+00:00, 
2021-06-25 02:18:57+00:00, edgy
2021-06-25 02:11:52+00:00,thats not funny  bitcoin maxis
2021-06-25 02:08:47+00:00,  were almost done with first prototype booster this will go to test stand a next one will fly to orbit team has been crushing it many days amp nights in a row
2021-06-25 02:03:46+00:00, oh right  bitcoin haha
2021-06-25 02:02:19+00:00, bicurious
2021-06-25 02:00:20+00:00,          
2021-06-25 01:55:23+00:00, 
2021-06-24 10:10:22+00:00, that is an exciting goal
2021-06-24 07:50:52+00:00, cool but an unnecessary complication for now these are being removed to speed up time to orbital launch
2021-06-24 06:28:59+00:00, 
2021-06-24 06:09:55+00:00,    wow
2021-06-24 01:44:21+00:00,  at least a few years before starlink revenue is reasonably predictable going public sooner than that would be very painful will do my best to give longterm tesla shareholders preference
2021-06-24 01:10:10+00:00,shout out to the awesome tesla global team thanks for working so hard to make tesla successful
2021-06-23 23:34:14+00:00, good chart this is a major reason why we moved starlink from 1100km orbit to 550km atmosphere automatically clears the lower altitude within a few years so space junk cannot accumulate
2021-06-23 13:06:51+00:00,  
2021-06-22 05:59:30+00:00, this is an important improvement
2021-06-21 23:41:12+00:00, very sorry to hear that condolences to jb and his family
2021-06-21 20:48:20+00:00, tesla financing round closed at 6pm dec 24th 2008  last hour of last day possible or payroll wouldve bounced 2 days later i gave tesla last of my remaining cash from paypal didnt even own a house or anything sellable
2021-06-21 18:59:34+00:00,looking at holding tesla ai day in about a month or so will go over progress with tesla ai software amp hardware both training amp inference purpose is recruiting
2021-06-21 18:53:37+00:00, physicalworld sigh
2021-06-20 20:19:20+00:00,happy fathers day
2021-06-20 03:13:16+00:00, yeah
2021-06-19 02:16:56+00:00,  nice work
2021-06-19 02:07:53+00:00, 
2021-06-18 23:25:57+00:00,  haha pretty much
2021-06-18 23:25:19+00:00, this is epic very impressive history
2021-06-18 23:24:12+00:00, true
2021-06-18 22:35:46+00:00, peak acceleration is over 12 gs which is 20 faster than falling
2021-06-18 09:52:05+00:00, haha
2021-06-17 18:47:05+00:00,real pic of 2 ships next to starbase tiki bar on right
2021-06-17 18:37:46+00:00,    true
2021-06-17 18:32:59+00:00,   steam engines are even better
2021-06-17 18:23:37+00:00,  ive been driving with the yoke for a while amp its great imo progressive steering would require complex gearing or drivebywire without direct mechanical link will aim for that in a few years
2021-06-17 18:13:30+00:00, congratulations this is a great achievement
2021-06-17 18:08:55+00:00,    we might use sn16 on a hypersonic flight test
2021-06-17 18:04:16+00:00, fair enough
2021-06-17 11:07:28+00:00,  based on what data
2021-06-17 11:06:07+00:00,  cool
2021-06-17 02:23:00+00:00, manufacturing is so hard i have the utmost respect for those who build things
2021-06-17 02:14:54+00:00,            it is an honor to work with such talented engineers
2021-06-16 22:37:20+00:00,lets just skip original video games amp movies amp go straight to the sequel
2021-06-16 19:30:07+00:00, massive increase in supercharger network is underway
2021-06-16 09:08:15+00:00,  i love carbs
2021-06-16 08:19:09+00:00,  pretty much an average day back then
2021-06-16 06:44:57+00:00, eidenai men meden plen auto touto eidenai
2021-06-16 05:39:56+00:00,  nice
2021-06-16 05:00:17+00:00,  maybe we should advertise informationally just so people know stuff like this exists
2021-06-16 04:58:42+00:00,  most people have no idea just how good the tesla air purification system is literally 10x better than any other car
2021-06-16 04:56:58+00:00,  oh man home hvac that is super energy efficient quiet amp purifies the air would be great we developed it for the car but it can be scaled up for home use
2021-06-16 03:43:21+00:00, new hvac firmware coming soon that will make it quieter
2021-06-15 19:00:15+00:00,  true we somewhat overcompensated on bluetooth antenna capability haha will work on turning it down near your destination
2021-06-15 12:09:56+00:00, 
2021-06-15 08:06:24+00:00,from the top of starbase high bay 
2021-06-15 07:47:35+00:00,stacking super heavy aft section 
2021-06-15 00:20:35+00:00, 133t h4x0r got my phone nuthin i could do sorry babe
2021-06-14 09:22:23+00:00,  cool
2021-06-14 09:15:58+00:00, epic dog
2021-06-14 08:22:48+00:00,k is kindred
2021-06-14 08:21:46+00:00,could turn out to be one big philip k dick joke in the end
2021-06-14 08:13:50+00:00,pluto takes 248 years to orbit the sun but uranus only takes 84
2021-06-14 07:19:13+00:00, the aliens would say so long and thanks for the orifice
2021-06-14 07:15:20+00:00,  decided to sell my last remaining house just needs to go to a large family who will live there its a special place
2021-06-14 07:12:55+00:00,   after several successful launches land overflight earlier in trajectory passes esubc safety threshold that said starship will also launch from cape longterm
2021-06-14 06:52:53+00:00,  so much more is needed for life to become multiplanetary
2021-06-14 05:04:50+00:00, 
2021-06-14 04:02:55+00:00,this is true 
2021-06-14 04:01:27+00:00,our soul dichotomy 
2021-06-13 17:42:54+00:00," this is inaccurate tesla only sold 10 of holdings to confirm btc could be liquidated easily without moving market

when theres confirmation of reasonable 50 clean energy usage by miners with positive future trend tesla will resume allowing bitcoin transactions"
2021-06-13 17:36:03+00:00," the plaid carbonwrapped motor is arguably the most advanced motor on earth outside of maybe a lab somewhere we have to keep some secrets 

we have a few ideas for increasing torque amp max rpm even further for new roadster definitely fun amp exciting engineering ahead"
2021-06-13 17:27:59+00:00," main advantage of this is a much stronger em field compared with a rotor that is held together by metal usually high strength steel 

other advantage is that rotor can go to higher rpm as carbon sleeve mostly stops copper rotor from expanding due to radial acceleration"
2021-06-13 17:21:58+00:00," fiber is wound over rotor at high tension load machine to do this was made by tesla automation

carbon sleeve must put copper rotor in compression or it loosens at low temp due to differential thermal expansion 

preload is also helpful for maintaining precise gap to stator"
2021-06-13 17:12:51+00:00, true
2021-06-13 06:42:00+00:00, deriving moments of inertia from first principles
2021-06-13 06:20:10+00:00,esoteric meme of the day 
2021-06-13 03:46:48+00:00, physics should be taught with the majesty amp beauty it deserves
2021-06-13 03:44:35+00:00, physics is simply the search for truth nothing is more rigorous
2021-06-12 11:24:18+00:00, jay is awesome
2021-06-11 20:32:39+00:00,  at last
2021-06-11 06:40:03+00:00,plaid release event 
2021-06-11 04:47:43+00:00,"most amount of fun on 4 wheels
pure joy on tap whenever u want"
2021-06-11 04:45:32+00:00,order tesla model s plaid at 
2021-06-11 04:39:19+00:00,   haha
2021-06-11 04:38:55+00:00,  i love the yoke
2021-06-11 04:28:28+00:00, tesla engineering is awesome
2021-06-10 21:27:17+00:00,  people like it
2021-06-10 21:13:23+00:00,  starlink missions will move to starship
2021-06-10 19:38:37+00:00, useful mass to orbit is the primary figure of merit
2021-06-10 02:53:48+00:00,  
2021-06-09 23:32:01+00:00, exactly
2021-06-09 20:07:38+00:00,  now that i have made some improvements im pretty sure its worth 69k haha
2021-06-09 20:04:54+00:00," my primary home is literally a 50k house in boca chica  starbase that i rent from spacex its kinda awesome though

only house i own is the events house in the bay area if i sold it the house would see less use unless bought by a big family which might happen some day"
2021-06-09 18:11:51+00:00,"  yeah sold my houses except for 1 in bay area thats rented out for events 

working on sustainable energy for earth with tesla amp protecting future of consciousness by making life multiplanetary with spacex also ai risk mitigation with neuralink amp fixing traffic with boring"
2021-06-09 18:00:00+00:00," exactly only time i sell tesla stock is when my stock options are expiring amp i have no choice 

btw i will continue to pay income taxes in california proportionate to my time in state which is amp will be significant"
2021-06-09 17:44:37+00:00,  not even a good fake anonymous the article is behind a paywall and it looks like anonymous hacking skills are not enough to get behind it  
2021-06-09 17:41:41+00:00, tesla europe team is doing great
2021-06-09 04:49:30+00:00,     just donated
2021-06-07 22:13:22+00:00, well said dave
2021-06-07 21:58:30+00:00,          
2021-06-07 20:50:04+00:00, the longterm strength of tesla will be manufacturing technology
2021-06-07 04:03:58+00:00, wow thanks
2021-06-07 03:52:01+00:00,  thanks lloyd
2021-06-07 01:57:15+00:00, 
2021-06-06 22:11:42+00:00, 
2021-06-06 22:11:05+00:00, a new space race has begun
2021-06-06 20:49:32+00:00, at the annual shareholder meeting probably late july  early august
2021-06-06 20:48:20+00:00,0 to 60mph in under 2 secs quickest production car ever made of any kind has to be felt to be believed
2021-06-06 20:46:19+00:00,plaid is canceled no need as plaid is just so good
2021-06-06 20:45:13+00:00,model s goes to plaid speed this week
2021-06-06 20:41:49+00:00,  vic20 with 8kb memory
2021-06-06 20:21:58+00:00,  some engineers i worked with went on to help create wow but it was too addicting couldnt afford the time sigh
2021-06-06 20:19:50+00:00, tbh i was into pc amp still into pc
2021-06-06 19:25:26+00:00, one more production release of pure vision this week then fsd beta 9 a week or two later v90 fsd is also pure vision foundational improvements are immense
2021-06-06 11:18:18+00:00,   maybe
2021-06-06 11:11:28+00:00, i do like to cause a little mischief
2021-06-06 11:07:47+00:00,
2021-06-06 11:03:08+00:00,  he will perhaps have a baby soon
2021-06-06 10:58:55+00:00,
2021-06-06 10:46:01+00:00, the operating costs of a tesla are also much lower than a gasoline cruiser
2021-06-06 10:29:02+00:00, 
2021-06-06 08:36:37+00:00,i guess we read the instructions haha
2021-06-05 21:18:43+00:00,"dont kill what you hate
save what you love"
2021-06-05 20:30:02+00:00,  fair point back to regularly scheduled programming
2021-06-05 20:21:34+00:00, haha awesome
2021-06-05 18:55:49+00:00,goods amp services are the real economy any form of money is simply the accounting thereof
2021-06-05 08:39:49+00:00, gt 
2021-06-05 08:21:59+00:00,          i pretty much agree with vitalik
2021-06-05 07:41:30+00:00, 
2021-06-05 03:29:00+00:00,  is a helluva drug 
2021-06-04 23:19:54+00:00, it is
2021-06-04 23:09:35+00:00,  already have one
2021-06-04 05:27:36+00:00,  haf yu sin mi danz
2021-06-04 04:59:21+00:00, make up sex is the best tho
2021-06-04 04:24:20+00:00,  
2021-06-04 04:22:44+00:00, great thread 
2021-06-04 03:57:49+00:00, 
2021-06-04 03:51:19+00:00, 
2021-06-04 03:45:43+00:00, nice
2021-06-04 03:25:26+00:00,"canada
usa
mexico"
2021-06-04 02:49:24+00:00,
2021-06-04 01:54:58+00:00, needs laser eyes too
2021-06-04 01:16:37+00:00, 
2021-06-04 01:07:04+00:00,  
2021-06-03 20:47:35+00:00, 
2021-06-03 06:50:02+00:00, 
2021-06-03 01:26:00+00:00, yup
2021-06-02 11:59:04+00:00, thanks  seriously it was so insane fud still happening a little but doesnt resonate when enough people have the product
2021-06-02 11:53:02+00:00,  
2021-06-02 11:52:08+00:00, some quarks amp a lepton walk into a bar 
2021-06-02 11:48:02+00:00, things get weird at the driver level
2021-06-02 11:34:02+00:00," thats where we get most of our lithium also whereas phone batteries make heavy use of cobalt in cathode tesla uses primarily nickel which is trickier but has better energy density range

iron cathode cells are now competitive for stationary packs amp mid range cars"
2021-06-02 09:57:18+00:00,  
2021-06-02 09:51:34+00:00, we went public for 340share
2021-06-02 08:36:44+00:00,  sciencefiction should not be fiction forever
2021-06-02 08:02:15+00:00,    might take a few kicks at the can before we catch the rocket haha
2021-06-02 07:59:59+00:00," our biggest challenge is supply chain especially microcontroller chips never seen anything like it 

fear of running out is causing every company to overorder  like the toilet paper shortage but at epic scale

that said its obv not a longterm issue"
2021-06-02 07:05:02+00:00,found this pic of me as a child 
2021-06-02 04:11:50+00:00,  sigh
2021-06-01 23:54:20+00:00,  when i visit japan later this year
2021-06-01 23:46:18+00:00, baby shark crushes all more views than humans 
2021-06-01 23:28:02+00:00,   
2021-06-01 05:59:37+00:00, sounds kinda fun
2021-06-01 05:57:53+00:00, og smartwatch
2021-06-01 05:45:00+00:00, yeah new model s amp x have ps5 level entertainment computing power
2021-06-01 05:42:40+00:00, nice
2021-05-31 22:34:01+00:00,   agreed
2021-05-31 22:32:18+00:00, making this work has been  still is super difficult but its a revolution in car body design amp production  lighter tighter better nvh higher precision lower capex lower unit cost
2021-05-31 22:26:25+00:00,"  moving lumbar was removed only in front passenger seat of 3y obv not there in rear seats logs showed almost no usage not worth costmass for everyone when almost never used

prices increasing due to major supply chain price pressure industrywide raw materials especially"
2021-05-31 04:28:09+00:00,    pretty close inner ring is closer to center 3 as all 12 gimbal together boost back burn efficiency is greatly improved in this config
2021-05-30 21:24:28+00:00,          
2021-05-30 19:42:22+00:00,ocean spaceport deimos is under construction for launch next year
2021-05-30 17:13:25+00:00,  sehnsucht
2021-05-30 16:56:50+00:00, danke
2021-05-30 05:48:56+00:00,"     actually socalled secondary structure is the hard part  so many pipes amp wires 

tall stuff amp small stuff are the toughest things about starship"
2021-05-30 01:29:03+00:00,  true
2021-05-30 01:23:59+00:00,  250m years is only 6 increase in age of earth
2021-05-30 00:48:56+00:00,     raptor production is approaching one every 48 hours
2021-05-29 22:03:29+00:00,    29 raptors on booster initially rising to 32 later this year along with thrust increase per engine aiming for gt7500 ton thrust longterm tw 15
2021-05-29 19:30:28+00:00, great idea
2021-05-29 05:54:24+00:00, 
2021-05-29 05:53:24+00:00,  dark helmet emotes plaid well
2021-05-29 05:46:55+00:00,  actually true haha
2021-05-29 05:36:20+00:00, basically our entire product roadmap is from spaceballs 
2021-05-29 05:33:56+00:00, yes
2021-05-29 05:16:45+00:00, congrats boring company team
2021-05-29 05:01:18+00:00,"model s plaid delivery pushed to june 10 needs one more week of tweak

this car feels like a spaceship words cannot describe the limbic resonance"
2021-05-29 04:47:06+00:00,   vegas ftw
2021-05-29 02:11:55+00:00, exactly atmospheric drag clearing out orbital debris is a major reason why we dropped altitude to 550km
2021-05-28 08:29:16+00:00, i suspect that name made him strong
2021-05-28 06:59:37+00:00, for the low low price of  
2021-05-28 04:56:24+00:00,
2021-05-28 04:07:38+00:00,    
2021-05-28 03:47:51+00:00,ship 16 amp booster 2 starbase highbay 
2021-05-27 21:32:40+00:00, tesla sure would appreciate changing the law so that this is not required
2021-05-27 16:29:47+00:00,  exactly
2021-05-27 06:49:30+00:00,  potentially 1000 times higher
2021-05-27 01:17:39+00:00,  pretty close no tiles on back side of flaps some tiles towards leeward side of ship trailing plasma spilling off rear of flaps
2021-05-27 00:41:24+00:00, cumulative payload to orbit is the really crazy number falcon has delivered more than double rest of world combined over trailing 12 months
2021-05-26 18:52:25+00:00, 
2021-05-26 18:49:21+00:00,if only they had spaceships theyd still be around
2021-05-26 18:47:30+00:00,deep thots 
2021-05-26 18:39:36+00:00, not sure who wrote this but its accurate 
2021-05-26 07:35:51+00:00,    yup
